client_number,ebury_country,client_type,created_date
327179,UK,Corporate,2016-08-23 20:25:13.345112 UTC
108648,UK,Corporate,2022-08-18 20:25:13.345112 UTC
88722,UK,Corporate,2023-03-05 20:25:13.345112 UTC
289853,UK,Corporate,2017-08-31 20:25:13.345112 UTC
298243,UK,Corporate,2017-06-09 20:25:13.345112 UTC
387242,UK,Corporate,2015-01-01 20:25:13.345112 UTC
265905,UK,Corporate,2018-04-28 20:25:13.345112 UTC
255815,UK,Corporate,2018-08-07 20:25:13.345112 UTC
332620,UK,Corporate,2016-06-30 20:25:13.345112 UTC
23047,UK,Corporate,2024-12-21 20:25:13.345112 UTC
326410,UK,Corporate,2016-08-31 20:25:13.345112 UTC
95290,UK,Corporate,2022-12-29 20:25:13.345112 UTC
396971,UK,Corporate,2014-09-25 20:25:13.345112 UTC
183199,UK,Corporate,2020-08-02 20:25:13.345112 UTC
472994,UK,Corporate,2012-08-26 20:25:13.345112 UTC
169725,UK,Corporate,2020-12-15 20:25:13.345112 UTC
292954,UK,Corporate,2017-07-31 20:25:13.345112 UTC
154450,UK,Corporate,2021-05-16 20:25:13.345112 UTC
231330,UK,Corporate,2019-04-09 20:25:13.345112 UTC
317812,UK,Corporate,2016-11-25 20:25:13.345112 UTC
322206,UK,Corporate,2016-10-12 20:25:13.345112 UTC
322750,UK,Corporate,2016-10-06 20:25:13.345112 UTC
458660,UK,Corporate,2013-01-16 20:25:13.345112 UTC
444013,UK,Corporate,2013-06-12 20:25:13.345112 UTC
267787,UK,Corporate,2018-04-09 20:25:13.345112 UTC
353510,UK,Corporate,2015-12-04 20:25:13.345112 UTC
417506,UK,Corporate,2014-03-04 20:25:13.345112 UTC
300411,UK,Corporate,2017-05-18 20:25:13.345112 UTC
431625,UK,Corporate,2013-10-14 20:25:13.345112 UTC
71076,UK,Corporate,2023-08-28 20:25:13.345112 UTC
302828,UK,Corporate,2017-04-24 20:25:13.345112 UTC
378017,UK,Corporate,2015-04-03 20:25:13.345112 UTC
294536,UK,Corporate,2017-07-16 20:25:13.345112 UTC
23244,UK,Corporate,2024-12-19 20:25:13.345112 UTC
470365,UK,Corporate,2012-09-21 20:25:13.345112 UTC
85666,UK,Corporate,2023-04-04 20:25:13.345112 UTC
302342,UK,Corporate,2017-04-29 20:25:13.345112 UTC
143894,UK,Corporate,2021-08-30 20:25:13.345112 UTC
464792,UK,Corporate,2012-11-16 20:25:13.345112 UTC
118849,UK,Corporate,2022-05-08 20:25:13.345112 UTC
442009,UK,Corporate,2013-07-02 20:25:13.345112 UTC
68114,UK,Corporate,2023-09-27 20:25:13.345112 UTC
463897,UK,Corporate,2012-11-25 20:25:13.345112 UTC
478540,UK,Corporate,2012-07-02 20:25:13.345112 UTC
175429,UK,Corporate,2020-10-19 20:25:13.345112 UTC
295991,UK,Corporate,2017-07-01 20:25:13.345112 UTC
105995,UK,Corporate,2022-09-13 20:25:13.345112 UTC
176736,UK,Corporate,2020-10-06 20:25:13.345112 UTC
371485,UK,Corporate,2015-06-07 20:25:13.345112 UTC
373174,UK,Corporate,2015-05-21 20:25:13.345112 UTC
441181,UK,Corporate,2013-07-10 20:25:13.345112 UTC
423740,UK,Corporate,2014-01-01 20:25:13.345112 UTC
105374,UK,Corporate,2022-09-19 20:25:13.345112 UTC
353415,UK,Corporate,2015-12-05 20:25:13.345112 UTC
474656,UK,Corporate,2012-08-09 20:25:13.345112 UTC
398311,Spain,Private,2014-09-12 20:25:13.345112 UTC
305521,Spain,Private,2017-03-28 20:25:13.345112 UTC
241594,Spain,Private,2018-12-27 20:25:13.345112 UTC
343593,UAE,Private,2016-03-12 20:25:13.345112 UTC
351798,UK,Private,2015-12-21 20:25:13.345112 UTC
430445,UK,Private,2013-10-26 20:25:13.345112 UTC
12398,UK,Private,2025-04-06 20:25:13.345112 UTC
409055,UK,Private,2014-05-27 20:25:13.345112 UTC
260175,UK,Private,2018-06-24 20:25:13.345112 UTC
242030,Spain,Prospect,2018-12-23 20:25:13.345112 UTC
182149,Spain,Unallocated,2020-08-13 20:25:13.345112 UTC
22116,Spain,Unallocated,2024-12-30 20:25:13.345112 UTC
